businesses__id,businesses__name,businesses__image_url,businesses__is_closed,businesses__url,businesses__review_count,businesses__categories__alias,businesses__categories__title,businesses__rating,businesses__coordinates__latitude,businesses__coordinates__longitude,businesses__transactions__001,businesses__transactions__002,businesses__transactions__003,businesses__price,businesses__location__address1,businesses__location__address2,businesses__location__address3,businesses__location__city,businesses__location__zip_code,businesses__location__country,businesses__location__state,businesses__location__display_address__001,businesses__location__display_address__002,businesses__location__display_address__003,businesses__phone,businesses__display_phone,businesses__distance,total,region__center__longitude,region__center__latitude
broccolino-brooklyn,Broccolino,https://s3-media3.fl.yelpcdn.com/bphoto/HXnjsZGNSkeA7DzMcWc8QA/o.jpg,FALSE,https://www.yelp.com/biz/broccolino-brooklyn?adjust_creative=pY8zJUWQtPjP9LVSrcR4eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pY8zJUWQtPjP9LVSrcR4eg,216,italian,Italian,3.5,40.68193115,-73.97627279,delivery,pickup,,$$,446 Dean St,,,Brooklyn,11217,US,NY,446 Dean St,"Brooklyn, NY 11217",,17186784200,(718) 678-4200,3015.479023,,,
celeste-new-york,Celeste,https://s3-media3.fl.yelpcdn.com/bphoto/oKc6X6XyN41PeP6Wjz0xyQ/o.jpg,FALSE,https://www.yelp.com/biz/celeste-new-york?adjust_creative=pY8zJUWQtPjP9LVSrcR4eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pY8zJUWQtPjP9LVSrcR4eg,794,italian,Italian,3.5,40.78666,-73.97599,,,,$$,502 Amsterdam Ave,,,New York,10024,US,NY,502 Amsterdam Ave,"New York, NY 10024",,12128744559,(212) 874-4559,9164.230288,,,
da-franco-and-tony-ristorante-bronx,Da Franco & Tony Ristorante,https://s3-media2.fl.yelpcdn.com/bphoto/yBxQn79i4yLIMtxJhbVXKQ/o.jpg,FALSE,https://www.yelp.com/biz/da-franco-and-tony-ristorante-bronx?adjust_creative=pY8zJUWQtPjP9LVSrcR4eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pY8zJUWQtPjP9LVSrcR4eg,61,italian,Italian,4.5,40.843635,-73.836135,pickup,delivery,,$$,2815 Middletown Rd,,,Bronx,10461,US,NY,2815 Middletown Rd,"Bronx, NY 10461",,17186842815,(718) 684-2815,20334.59165,,,
da-gennaro-new-york,Da Gennaro,https://s3-media4.fl.yelpcdn.com/bphoto/1RfWyXigsYzx8cZDuvMOdg/o.jpg,FALSE,https://www.yelp.com/biz/da-gennaro-new-york?adjust_creative=pY8zJUWQtPjP9LVSrcR4eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pY8zJUWQtPjP9LVSrcR4eg,561,italian,Italian,4,40.71832,-73.99794,,,,$$,129 Mulberry St,,,New York,10013,US,NY,129 Mulberry St,"New York, NY 10013",,12124313934,(212) 431-3934,1465.873211,,,
da-marcella-new-york,Da Marcella,https://s3-media3.fl.yelpcdn.com/bphoto/yZXRvoZcM1iut9IFpAQoWg/o.jpg,FALSE,https://www.yelp.com/biz/da-marcella-new-york?adjust_creative=pY8zJUWQtPjP9LVSrcR4eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pY8zJUWQtPjP9LVSrcR4eg,218,italian,Italian,4,40.72806,-74.00172,delivery,pickup,restaurant_reservation,$$,142 W Houston St,,,New York,10012,US,NY,142 W Houston St,"New York, NY 10012",,16465599192,(646) 559-9192,2593.124721,,,
da-mikele-new-york,Da Mikele,https://s3-media2.fl.yelpcdn.com/bphoto/0Ld5H6Udi3PzS6trtb-b0g/o.jpg,FALSE,https://www.yelp.com/biz/da-mikele-new-york?adjust_creative=pY8zJUWQtPjP9LVSrcR4eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pY8zJUWQtPjP9LVSrcR4eg,312,italian,Italian,4,40.718477,-74.004802,delivery,pickup,restaurant_reservation,$$,275 Church St,,,New York,10013,US,NY,275 Church St,"New York, NY 10013",,12129258800,(212) 925-8800,1698.363677,,,
da-umberto-new-york-2,da Umberto,https://s3-media4.fl.yelpcdn.com/bphoto/YHxGk19NWa3w4gPTI-hZTg/o.jpg,FALSE,https://www.yelp.com/biz/da-umberto-new-york-2?adjust_creative=pY8zJUWQtPjP9LVSrcR4eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pY8zJUWQtPjP9LVSrcR4eg,139,italian,Italian,4,40.73966599,-73.99582672,,,,$$$,107 W 17th St,null,,New York,10011,US,NY,107 W 17th St,"New York, NY 10011",,12129890303,(212) 989-0303,3808.07386,,,
don-angie-new-york,Don Angie,https://s3-media2.fl.yelpcdn.com/bphoto/0pwyAEHxDjlAsHC3BDSayw/o.jpg,FALSE,https://www.yelp.com/biz/don-angie-new-york?adjust_creative=pY8zJUWQtPjP9LVSrcR4eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pY8zJUWQtPjP9LVSrcR4eg,75,italian,Italian,4.5,40.73778,-74.00197,,,,$$$,103 Greenwich Ave,,null,New York,10014,US,NY,103 Greenwich Ave,"New York, NY 10014",,12128898884,(212) 889-8884,3657.694791,,,
enoteca-maria-staten-island-3,Enoteca Maria,https://s3-media1.fl.yelpcdn.com/bphoto/UTrMpoyjJT6w3viERoCgdA/o.jpg,FALSE,https://www.yelp.com/biz/enoteca-maria-staten-island-3?adjust_creative=pY8zJUWQtPjP9LVSrcR4eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pY8zJUWQtPjP9LVSrcR4eg,308,italian,Italian,4,40.642,-74.07729,,,,$$,27 Hyatt St,,,Staten Island,10301,US,NY,27 Hyatt St,"Staten Island, NY 10301",,17184472777,(718) 447-2777,9936.984508,,,
follia-nyc-new-york,Follia NYC,https://s3-media3.fl.yelpcdn.com/bphoto/75toimyu0V5CbZTCwp9ltw/o.jpg,FALSE,https://www.yelp.com/biz/follia-nyc-new-york?adjust_creative=pY8zJUWQtPjP9LVSrcR4eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pY8zJUWQtPjP9LVSrcR4eg,72,italian,Italian,4,40.73492432,-73.98558807,delivery,pickup,,$$,179 3rd Ave,,null,New York,10003,US,NY,179 3rd Ave,"New York, NY 10003",,12124774100,(212) 477-4100,3359.126816,,,
graziellas-brooklyn-11,Graziella's,https://s3-media2.fl.yelpcdn.com/bphoto/5iv0jQ7CkcY_l4ktnlqFNg/o.jpg,FALSE,https://www.yelp.com/biz/graziellas-brooklyn-11?adjust_creative=pY8zJUWQtPjP9LVSrcR4eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pY8zJUWQtPjP9LVSrcR4eg,346,italian,Italian,4,40.69045639,-73.96962738,delivery,pickup,,$$,232 Vanderbilt Ave,null,,Brooklyn,11205,US,NY,232 Vanderbilt Ave,"Brooklyn, NY 11205",,17187895663,(718) 789-5663,2664.28787,,,
il-fornetto-brooklyn-2,il Fornetto,https://s3-media3.fl.yelpcdn.com/bphoto/BqfvVkfk7fErsgwg2OicuQ/o.jpg,FALSE,https://www.yelp.com/biz/il-fornetto-brooklyn-2?adjust_creative=pY8zJUWQtPjP9LVSrcR4eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pY8zJUWQtPjP9LVSrcR4eg,253,italian,Italian,4,40.5835841,-73.9397077,pickup,,,$$,2902 Emmons Ave,,,Brooklyn,11235,US,NY,2902 Emmons Ave,"Brooklyn, NY 11235",,17183328494,(718) 332-8494,14311.53648,,,
il-mattone-new-york-3,Il Mattone,https://s3-media3.fl.yelpcdn.com/bphoto/vLSVgGZU0Kd-vqflLPmD8w/o.jpg,FALSE,https://www.yelp.com/biz/il-mattone-new-york-3?adjust_creative=pY8zJUWQtPjP9LVSrcR4eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pY8zJUWQtPjP9LVSrcR4eg,32,italian,Italian,4.5,40.720799,-74.0091255,delivery,pickup,,$,49 Beach St,,,New York,10013,US,NY,49 Beach St,"New York, NY 10013",,16469644623,(646) 964-4623,2116.053968,,,
il-poeta-forest-hills,Il Poeta,https://s3-media1.fl.yelpcdn.com/bphoto/IKiF-oPZCczKk2xX-6T0Tw/o.jpg,FALSE,https://www.yelp.com/biz/il-poeta-forest-hills?adjust_creative=pY8zJUWQtPjP9LVSrcR4eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pY8zJUWQtPjP9LVSrcR4eg,176,italian,Italian,4,40.7108,-73.85454,pickup,,,$$,98-04 Metropolitan Ave,,,Forest Hills,11375,US,NY,98-04 Metropolitan Ave,"Forest Hills, NY 11375",,17185444223,(718) 544-4223,11794.181,,,
inatteso-pizzabar-casano-new-york-2,Inatteso Pizzabar Casano,https://s3-media3.fl.yelpcdn.com/bphoto/vTeie5kfXH-rkIiBwpPFVQ/o.jpg,FALSE,https://www.yelp.com/biz/inatteso-pizzabar-casano-new-york-2?adjust_creative=pY8zJUWQtPjP9LVSrcR4eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pY8zJUWQtPjP9LVSrcR4eg,253,italian,Italian,4,40.7056571,-74.0172056,delivery,pickup,,$$,28 West St,,,New York,10004,US,NY,28 West St,"New York, NY 10004",,12122678000,(212) 267-8000,1931.662299,,,
la-palina-restaurtant-brooklyn,La Palina Restaurtant,https://s3-media4.fl.yelpcdn.com/bphoto/OTw5vixo62sCW9mxv4eMRQ/o.jpg,FALSE,https://www.yelp.com/biz/la-palina-restaurtant-brooklyn?adjust_creative=pY8zJUWQtPjP9LVSrcR4eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pY8zJUWQtPjP9LVSrcR4eg,138,italian,Italian,4,40.6109099,-73.97885,restaurant_reservation,,,$$,159 Ave O,,,Brooklyn,11204,US,NY,159 Ave O,"Brooklyn, NY 11204",,17182369764,(718) 236-9764,10606.35279,,,
la-piccola-cucina-new-york,La Piccola Cucina,https://s3-media4.fl.yelpcdn.com/bphoto/aomiPwo_e8vutwyq2otNGg/o.jpg,FALSE,https://www.yelp.com/biz/la-piccola-cucina-new-york?adjust_creative=pY8zJUWQtPjP9LVSrcR4eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pY8zJUWQtPjP9LVSrcR4eg,90,italian,Italian,4,40.8015,-73.96534,delivery,pickup,,$$,964 Amsterdam Ave,,,New York,10025,US,NY,964 Amsterdam Ave,"New York, NY 10025",,12128661336,(212) 866-1336,10955.59072,,,
la-vigna-restaurant-forest-hills,La Vigna Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/QDjtvze50UlXU8Qy1H22Qg/o.jpg,FALSE,https://www.yelp.com/biz/la-vigna-restaurant-forest-hills?adjust_creative=pY8zJUWQtPjP9LVSrcR4eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pY8zJUWQtPjP9LVSrcR4eg,154,italian,Italian,4,40.71098,-73.85272,restaurant_reservation,,,$$,10011 Metropolitan Ave,,,Forest Hills,11375,US,NY,10011 Metropolitan Ave,"Forest Hills, NY 11375",,17182684264,(718) 268-4264,11949.1349,,,
lavagna-new-york,Lavagna,https://s3-media4.fl.yelpcdn.com/bphoto/HtbVRtgaxzrLfImGh85eHw/o.jpg,FALSE,https://www.yelp.com/biz/lavagna-new-york?adjust_creative=pY8zJUWQtPjP9LVSrcR4eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pY8zJUWQtPjP9LVSrcR4eg,329,italian,Italian,4,40.72406,-73.98226,restaurant_reservation,,,$$$,545 E 5th St,,,New York,10009,US,NY,545 E 5th St,"New York, NY 10009",,12129791005,(212) 979-1005,2305.428527,,,
le-fanfare-brooklyn-4,Le Fanfare,https://s3-media2.fl.yelpcdn.com/bphoto/HH31aobEpQnFNGhESvouBg/o.jpg,FALSE,https://www.yelp.com/biz/le-fanfare-brooklyn-4?adjust_creative=pY8zJUWQtPjP9LVSrcR4eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pY8zJUWQtPjP9LVSrcR4eg,118,italian,Italian,4,40.736202,-73.955558,restaurant_reservation,delivery,pickup,$$,1103 Manhattan Ave,,,Brooklyn,11222,US,NY,1103 Manhattan Ave,"Brooklyn, NY 11222",,13479874244,(347) 987-4244,4727.862129,,,
lillo-cucina-italiana-brooklyn,Lillo Cucina Italiana,https://s3-media3.fl.yelpcdn.com/bphoto/v3H3_KWqxhRCzS-y02XV_w/o.jpg,FALSE,https://www.yelp.com/biz/lillo-cucina-italiana-brooklyn?adjust_creative=pY8zJUWQtPjP9LVSrcR4eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pY8zJUWQtPjP9LVSrcR4eg,15,italian,Italian,5,40.69019,-73.996208,,,,$,331 Henry St,null,,Brooklyn,11201,US,NY,331 Henry St,"Brooklyn, NY 11201",,13477630899,(347) 763-0899,1700.811028,,,
magna-restaurant-flushing-2,Magna Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/uBuSux8AWNmcdooVufTRpA/o.jpg,FALSE,https://www.yelp.com/biz/magna-restaurant-flushing-2?adjust_creative=pY8zJUWQtPjP9LVSrcR4eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pY8zJUWQtPjP9LVSrcR4eg,91,italian,Italian,4.5,40.76371,-73.831117,restaurant_reservation,,,$$,3525 Farrington St,,,Flushing,11354,US,NY,3525 Farrington St,"Flushing, NY 11354",,17184453352,(718) 445-3352,15198.73346,,,
mama-marias-restaurant-brooklyn,Mama Maria's Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/xNXDjYEC68ZDJgtOGnV5GA/o.jpg,FALSE,https://www.yelp.com/biz/mama-marias-restaurant-brooklyn?adjust_creative=pY8zJUWQtPjP9LVSrcR4eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pY8zJUWQtPjP9LVSrcR4eg,99,italian,Italian,4,40.68356,-73.99517,delivery,,,$$,307 Court St,,,Brooklyn,11231,US,NY,307 Court St,"Brooklyn, NY 11231",,17182462601,(718) 246-2601,2436.691665,,,
mandolino-new-york,Mandolino,https://s3-media3.fl.yelpcdn.com/bphoto/xIKKKOG67PkO72Z5gtukEw/o.jpg,FALSE,https://www.yelp.com/biz/mandolino-new-york?adjust_creative=pY8zJUWQtPjP9LVSrcR4eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pY8zJUWQtPjP9LVSrcR4eg,94,italian,Italian,4,40.73294027,-73.98827869,delivery,pickup,restaurant_reservation,$$,137 E 13th St,,null,New York,10003,US,NY,137 E 13th St,"New York, NY 10003",,12124771535,(212) 477-1535,3099.079476,,,
mi-garba-new-york,Mi Garba,https://s3-media3.fl.yelpcdn.com/bphoto/xiNGIiuqQ8k4kws5Kj49Fw/o.jpg,FALSE,https://www.yelp.com/biz/mi-garba-new-york?adjust_creative=pY8zJUWQtPjP9LVSrcR4eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pY8zJUWQtPjP9LVSrcR4eg,83,italian,Italian,4,40.73325321,-73.98984879,pickup,,,$$,129 4th Ave,,,New York,10003,US,NY,129 4th Ave,"New York, NY 10003",,16466844797,(646) 684-4797,3117.21557,,,
mimmo-cucina-italiana-new-york,Mimmo Cucina Italiana,https://s3-media3.fl.yelpcdn.com/bphoto/9S4AGqaH1wE3WJfDSD0FuQ/o.jpg,FALSE,https://www.yelp.com/biz/mimmo-cucina-italiana-new-york?adjust_creative=pY8zJUWQtPjP9LVSrcR4eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pY8zJUWQtPjP9LVSrcR4eg,17,italian,Italian,4,40.77764,-73.94565,delivery,pickup,,$$$,1690 York Ave,,null,New York,10128,US,NY,1690 York Ave,"New York, NY 10128",,19174095820,(917) 409-5820,9011.674766,,,
monsignors-restaurant-brooklyn,Monsignor's Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/00-H_sPxV2XkIXce-Pnxew/o.jpg,FALSE,https://www.yelp.com/biz/monsignors-restaurant-brooklyn?adjust_creative=pY8zJUWQtPjP9LVSrcR4eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pY8zJUWQtPjP9LVSrcR4eg,186,italian,Italian,4,40.661552,-73.992823,delivery,pickup,restaurant_reservation,$$,679 5th Ave,,,Brooklyn,11215,US,NY,679 5th Ave,"Brooklyn, NY 11215",,17183692575,(718) 369-2575,4882.232624,,,
montes-brooklyn-26,Monte's,https://s3-media2.fl.yelpcdn.com/bphoto/aEXUpz-N2DLTOebz_sxJCQ/o.jpg,FALSE,https://www.yelp.com/biz/montes-brooklyn-26?adjust_creative=pY8zJUWQtPjP9LVSrcR4eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pY8zJUWQtPjP9LVSrcR4eg,115,italian,Italian,4,40.6775499,-73.98724,delivery,pickup,,$$,451 Carroll St,,,Brooklyn,11215,US,NY,451 Carroll St,"Brooklyn, NY 11215",,17188527800,(718) 852-7800,3152.812022,,,
non-solo-piada-new-york,Non Solo Piada,https://s3-media4.fl.yelpcdn.com/bphoto/7LHq_qLts0uoyZqV8MCuMA/o.jpg,FALSE,https://www.yelp.com/biz/non-solo-piada-new-york?adjust_creative=pY8zJUWQtPjP9LVSrcR4eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pY8zJUWQtPjP9LVSrcR4eg,164,italian,Italian,5,40.75414,-73.99245,delivery,pickup,,$,302 W 37th St,,null,New York,10018,US,NY,302 W 37th St,"New York, NY 10018",,12122160616,(212) 216-0616,5409.339088,,,
osteria-57-new-york,Osteria 57,https://s3-media2.fl.yelpcdn.com/bphoto/ntDpQDGXnAc0s_0BXsndKA/o.jpg,FALSE,https://www.yelp.com/biz/osteria-57-new-york?adjust_creative=pY8zJUWQtPjP9LVSrcR4eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pY8zJUWQtPjP9LVSrcR4eg,27,italian,Italian,4.5,40.73467,-73.99786,,,,$$$,57 W 10th St,null,,New York,10011,US,NY,57 W 10th St,"New York, NY 10011",,12127770057,(212) 777-0057,3262.588021,,,
osteria-al-doge-new-york,Osteria Al Doge,https://s3-media3.fl.yelpcdn.com/bphoto/_yaBhf_sNZAWkO-ex_2SPg/o.jpg,FALSE,https://www.yelp.com/biz/osteria-al-doge-new-york?adjust_creative=pY8zJUWQtPjP9LVSrcR4eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pY8zJUWQtPjP9LVSrcR4eg,376,italian,Italian,4,40.75662,-73.9849,delivery,pickup,,$$$,142 W 44th St,,,New York,10036,US,NY,142 W 44th St,"New York, NY 10036",,12129443643,(212) 944-3643,5745.346611,,,
passatempo-brooklyn,Passatempo,https://s3-media3.fl.yelpcdn.com/bphoto/jKDTeM6sIRRLAPSKU_y7Ag/o.jpg,FALSE,https://www.yelp.com/biz/passatempo-brooklyn?adjust_creative=pY8zJUWQtPjP9LVSrcR4eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pY8zJUWQtPjP9LVSrcR4eg,4,italian,Italian,5,40.71583,-73.96419,,,,,77 Grand St,,null,Brooklyn,11249,US,NY,77 Grand St,"Brooklyn, NY 11249",,17183881999,(718) 388-1999,2787.973439,,,
patrizias-of-sheepshead-bay-brooklyn,Patrizia's Of Sheepshead Bay,https://s3-media2.fl.yelpcdn.com/bphoto/EmSJmuHkadHDL-cXOVvKlQ/o.jpg,FALSE,https://www.yelp.com/biz/patrizias-of-sheepshead-bay-brooklyn?adjust_creative=pY8zJUWQtPjP9LVSrcR4eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pY8zJUWQtPjP9LVSrcR4eg,41,italian,Italian,4.5,40.5838271,-73.94964819,,,,,1901 Emmons Ave,null,,Brooklyn,11235,US,NY,1901 Emmons Ave,"Brooklyn, NY 11235",,17189424848,(718) 942-4848,14038.05146,,,
piccola-strada-new-york,Piccola Strada,https://s3-media2.fl.yelpcdn.com/bphoto/7Mi4p0yC1mspXzM862oblQ/o.jpg,FALSE,https://www.yelp.com/biz/piccola-strada-new-york?adjust_creative=pY8zJUWQtPjP9LVSrcR4eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pY8zJUWQtPjP9LVSrcR4eg,155,italian,Italian,4,40.72663546,-73.99043603,,,,$$,77 E 4th St,,Between 5th Ave,New York,10003,US,NY,77 E 4th St,Between 5th Ave,"New York, NY 10003",,,2378.603608,,,
