,restaurant_id,restaurant_name,restaurant_cuisine,restaurant_review_rating,restaurant_review_text
42,16782050,Five Napkin Burger,American,5.0,This is definitely the best burgers restaurant i've ever been to. The meat is so juicy it melts inside your mouth. The interior is so nice. ...
43,16782050,Five Napkin Burger,American,4.5,This place serves Amazingly tasty burgers. Not the kind of burgers you find at fast food chains it's a gourmet style burger joint. We had th...
44,16782050,Five Napkin Burger,American,3.5,"Came here on a Sunday lunch. And wow was it busy!! We were lucky to get a table, but they pump out the burgers, so usually people are in and..."
45,16783153,Shake Shack,American,4.5,Finally got to try a shake shack burger! The restaurant was clean and taken care of for being what seems to be a busy location. The staff we...
46,16783153,Shake Shack,American,4.0,"Finally got to try Shake Shack! Was in NYC in 2014 and missed out, this time around I got it. It was good, I enjoyed it but I didn’t think..."
47,16783153,Shake Shack,American,4.0,"Shake Shack is said to have achieved perfect balance between quantity, quality and price as far as burgers in New York are concerned. Long q..."
48,16783153,Shake Shack,American,5.0,"I have found the GOAT ( greatest of all time) burger. You cannot fault shake shack burgers, unbelievable. 10/10. If you have not tried one y..."
49,16783153,Shake Shack,American,5.0,"The best burger ever! The fries with bacon and cheese 👌🏼 Burger - Hot chicken 👌🏼 The atmosphere of this place was perfect, custo..."
50,16760901,Blue Smoke,American,3.0,Blue Smoke feels like a traditional and authentic New York dining experience. It is a busy restaurant and bar serving huge BBQ meat dishes w...
51,16760901,Blue Smoke,American,4.0,The baby back ribs at Blue Smoke are meaty and packed with flavor. Celebrating Jen's birthday yesterday was a special treat as she always ch...
52,16760901,Blue Smoke,American,4.5,I came here with my friend from university and we order the smoked chicken with Alabama sauce and it was amazing and we also had fries and I...
53,16760901,Blue Smoke,American,4.0,Mmmmm.....Bar B Que!  My mind was awash in primal fear as it was nearing 3:00 and I still had not eaten lunch. Getting light headed. Need to...
54,16760901,Blue Smoke,American,5.0,"Amazing food! We were a group of 10 people, the staff are so friendly and patient. I started with a watermelon margarita...so refreshing! Fo..."
55,16780641,Virgil's Real BBQ -Times Square,American,4.5,What a great restaurant. The food was amazing. The pulled pork and beef brisket is out of this world! Will definitely be going back there on...
56,16780641,Virgil's Real BBQ -Times Square,American,3.5,"An overall decent bbq joint, but nothing to rave over. We got our food within about ten minutes of ordering, so I was expecting things to be..."
57,16780641,Virgil's Real BBQ -Times Square,American,4.0,"La atención buena y rápida, los platos son extremadamente abundantes, a mi gusto son para compartir. Me pedi la ensalada de pollo,bacon y ..."
58,16780641,Virgil's Real BBQ -Times Square,American,4.5,Two Thumbs Up!. I had their famous Deluxe Vegetarian Plate and it was amazing. Sauerkraut & Mushroom Pierogi was delicious. . I would defini...
59,16780641,Virgil's Real BBQ -Times Square,American,4.0,"Nice American BBQ joint, portion was very big for one person. Loved their pork ribs, really tender and tasty. Hope to go back there again to..."
60,16784825,The Meatball Shop,American,5.0,OMG yum!!!! I could seriously eat here everyday. So delicious and great service too. Great meatballs and plenty of options. The ice cream sa...
61,16784825,The Meatball Shop,American,3.0,"So a friend of ours recommend us to goto The Meatball Shop , its like chicken wings but with meatballs, I absolutely loved it, I had the chi..."
62,16784825,The Meatball Shop,American,3.5,"At the Meatball Shop, the meatballs and sides are very tasty. Instead of going to an Italian restaurant when a yen for meatballs hit, I find..."
63,16784825,The Meatball Shop,American,4.0,The menu offers a palate pleasing array of meatballs served in a variety of styles. I opted for the beef meatballs in mushroom gravy over ri...
64,16784825,The Meatball Shop,American,3.5,Ordered:   Sliders of:  Classic beef with classic tomato sauce  Daily special of bbq pork with bbq sauce  Ice cream sandwich of brownie waln...
65,16784825,The Meatball Shop,American,5.0,OMG yum!!!! I could seriously eat here everyday. So delicious and great service too. Great meatballs and plenty of options. The ice cream sa...
66,16784825,The Meatball Shop,American,3.0,"So a friend of ours recommend us to goto The Meatball Shop , its like chicken wings but with meatballs, I absolutely loved it, I had the chi..."
67,16784825,The Meatball Shop,American,3.5,"At the Meatball Shop, the meatballs and sides are very tasty. Instead of going to an Italian restaurant when a yen for meatballs hit, I find..."
68,16784825,The Meatball Shop,American,4.0,The menu offers a palate pleasing array of meatballs served in a variety of styles. I opted for the beef meatballs in mushroom gravy over ri...
69,16784825,The Meatball Shop,American,3.5,Ordered:   Sliders of:  Classic beef with classic tomato sauce  Daily special of bbq pork with bbq sauce  Ice cream sandwich of brownie waln...
70,16767193,Gray's Papaya,American,4.5,"Papaya was a place for take a break after Central Park tour. 2 blocks far Dakota Building. Btw, always busy, fresh and cheap! Their hot dogs..."
71,16767193,Gray's Papaya,American,3.5,"Maybe the place did not steal my heart, but if you are really broke, it must be very difficult to find something better than their recession..."
72,16767193,Gray's Papaya,American,4.0,never leave New York without trying the hotdogs at Grays Papaya.always taste superb!a quick go-to-snack especially after a long walk at Cent...
73,16767193,Gray's Papaya,American,5.0,Had insanely good Hot dogs here! ...  Char grilled pork hot dogs that are just amazing! You get 2 and a drink for under 6 dollars! This is m...
74,16767193,Gray's Papaya,American,4.0,Recession special of a couple of tasty dogs and a drink is a NYC institution. Gotta love hot dogs that snap! Every once in a while while wal...
75,16777125,Sarabeth's,American,5.0,Amazing brunch and the interior is very cosy and sophisticated. The wait is long specially on week ends but this place has become so legenda...
76,16777125,Sarabeth's,American,5.0,Located right in front of Central Park. Was slightly crowded but we were seated within 5 minutes. Food was great. The eggs Benedict was awes...
77,16777125,Sarabeth's,American,4.5,Sarabeth's is very well located right in front of the Central Park. I highly recommend the delicious tomato soup and the lemon ricotta panca...
78,16777125,Sarabeth's,American,4.0,Our x-mas dinner was here and it was a good choose. We decided for x-mas menu and a appetizer for the regular menu. Staff is very king but t...
79,16777125,Sarabeth's,American,4.0,"We stopped in for a quick brunch before doing some window shopping on a rainy day. There was a wait, but only about 10 minutes or so. I had ..."
80,16780256,Union Square Cafe,American,4.5,Upscale dining in Union Square. Very good selection of meats and apps. Got the Prime New York Strip Steak to go with the Beef Sirloin Carpac...
81,16780256,Union Square Cafe,American,3.5,"Really like this place. Great atmosphere, friendly service (mostly) and tasty food. Nice wine list but with an expensive lean. Had some grea..."
82,16780256,Union Square Cafe,American,3.5,"Another place downtown that has seen better days. We went a year or so back, so this review is a tad bit tardy, but the steak was a tad bit ..."
83,16780256,Union Square Cafe,American,0.0,Great pork ravioli. Over the weekend I had the fantastic pork ravioli.  I usually love anything involving pork anyway! The sauce was delici...
84,16780256,Union Square Cafe,American,0.0,The place is cruising on its reputation. The food was not exciting but it was tasteless.
85,16780256,Union Square Cafe,American,4.5,Upscale dining in Union Square. Very good selection of meats and apps. Got the Prime New York Strip Steak to go with the Beef Sirloin Carpac...
86,16780256,Union Square Cafe,American,3.5,"Really like this place. Great atmosphere, friendly service (mostly) and tasty food. Nice wine list but with an expensive lean. Had some grea..."
87,16780256,Union Square Cafe,American,3.5,"Another place downtown that has seen better days. We went a year or so back, so this review is a tad bit tardy, but the steak was a tad bit ..."
88,16780256,Union Square Cafe,American,0.0,Great pork ravioli. Over the weekend I had the fantastic pork ravioli.  I usually love anything involving pork anyway! The sauce was delici...
89,16780256,Union Square Cafe,American,0.0,The place is cruising on its reputation. The food was not exciting but it was tasteless.
90,16785930,Beauty & Essex,American,5.0,"""This is a fancy & funky place! You first enter through a pawn shop, yes a real pawn shop which you can buy some overpriced items. You go th..."
91,16785930,Beauty & Essex,American,5.0,"Loved the atmosphere, the music, and our server was so nice and helpful in picking out drinks and dinner! The rosé was great; we had the br..."
92,16785930,Beauty & Essex,American,5.0,"Beauty & Essex is hidden behind a music store, of what used to be a furniture store. The ambience is amazing. Our table was ready earlier th..."
93,16785930,Beauty & Essex,American,4.0,We are always looking for interesting and unusual restaurants and / or places to take our sons and their friends and did we ever find it her...
94,16785930,Beauty & Essex,American,5.0,Amazing food and awesome service. Had a reservation on New Year's day and with the Manhattan traffic we were 15 minutes late. The staff was ...
95,16783442,DBGB Kitchen & Bar,American,5.0,"Consistently fantastic food. The menu changes seasonally I believe, but I have never tried anything there I didn't like. The chef is incredi..."
96,16783442,DBGB Kitchen & Bar,American,4.0,"We visited DBGB on a recent visit to New York. We had a large group and reservations were easy using open table. The service was great, our ..."
97,16783442,DBGB Kitchen & Bar,American,5.0,"Nice place. Very good and tasty, delicious cousins. Friendly stuff. I've got a present like first time been there and got bottle of crystal ..."
98,16783442,DBGB Kitchen & Bar,American,5.0,"Excelente, muy agradable, ideal para ir a cenar con amigos la ambientación es muy buena y la comida como cualquiera de los establecimientos..."
99,16783442,DBGB Kitchen & Bar,American,0.0,FANTASTIC BIRTHDAY CELEBRATION!!!. What a fabulous place!!! The restaurant was alive with people and laughter and delicious food! The momen...
100,16778226,Ellen's Stardust Diner,American,5.0,"Ellen's Stardust was definitively one of the highest points of my visit to NYC and one of the best dining experience I have ever had. Yes, t..."
101,16778226,Ellen's Stardust Diner,American,4.5,I have been to New York twice and I have been to this place twice. The ambiance is retro from 50's-60's and best part is the waiters are sin...
102,16778226,Ellen's Stardust Diner,American,4.0,"While in the Times Square area, if you ever want to go to a fun, family restauraunt, Ellen’s Stardust Diner is the place to go. The restau..."
103,16778226,Ellen's Stardust Diner,American,4.5,A true broadway eating experience. At 20.30 The waiting lines are a bit big and we had to wait 30 min in line. Nevertheless it was totally w...
104,16778226,Ellen's Stardust Diner,American,5.0,"Food with a show, not to miss!!! Food is to die for, though you could literally die of high cholesterol haha! Make sure to wait in the long ..."
105,16768762,Jane,American,4.0,"I really liked Jane's. I only visited once when I went to the city with my mother. We went as a spur of the moment trip, so didn't really ha..."
106,16768762,Jane,American,4.0,"Went here with after a tour of Greenwich, huge space and awesome service.  Nice atmosphere and not too dark that you'd have to use a candle ..."
107,16768762,Jane,American,4.5,My girlfriend and I just love this place! Hands down our favorite brunch place in the city! The Bloody Mary is so freaking good... It's spic...
108,16768762,Jane,American,3.5,"Everything about Jane spells comfort! We chanced upon this wonderful restaurant on a cold, clammy, wet day in New York City and couldn’t h..."
109,16768762,Jane,American,4.0,We are walking along Houston and it's pretty deserted and I start to second guess if I made the right choice in coming here for Sunday brunc...
110,16786034,Junoon,Indian,4.0,"Eating at a Michelin star restaurant is on the wish list of any foodie. Being an Indian restaurant with Michelin star rating, Junoon had bee..."
111,16786034,Junoon,Indian,4.5,"Junoon requires no introduction as a Michelin star Indian restaurant in the heart of New York City. Very open, large restaurant with a nice ..."
112,16786034,Junoon,Indian,3.5,"We came here for a Sunday lunch. We got here and found out that Vikas Khanna no longer runs the place!The appetizers were amazing, with some..."
113,16786034,Junoon,Indian,4.0,Well it's always an experience when you dine in a Michelin starred restaurant. The lush food is mouthwatering and presentation is up to the ...
114,16786034,Junoon,Indian,5.0,Love this place! Love the Laal Maas and everything else on the menu. Great Indian restaurant. Authentic spices and menu. Good place to dine ...
115,16780333,Utsav,Indian,1.0,The most disgusting experience I ever had in a fine dining Resturant . Ordered for food and waited for almost an hour at the table and event...
116,16780333,Utsav,Indian,4.0,"Craving for Indian food n it ended with a search at Utsav, we went for a dinner n loved the place from ambience to taste to warm staff...man..."
117,16780333,Utsav,Indian,5.0,Amazing food!! Never tried Indian food before and this place made me fall in love with it.   Recomendado totalmente para las personas que no...
118,16780333,Utsav,Indian,4.0,This place is all Indian Buffet. The choices available are not too many niether too few...quality of food is good...decbet deserts to satisf...
119,16780333,Utsav,Indian,3.5,Great location ! nice ambience ! Just walking distance from time Square! food is good like Pav bhajji but not great especially rotis they wh...
120,18325300,Indian Accent,Indian,4.0,A simply fancy restaurant serving Indian cuisine which you can’t imagine. The eye catching thing in this place is the presentation of the ...
121,18325300,Indian Accent,Indian,3.5,"After eating dinner in Indian Accent Delhi, I had really high hopes from this place in NYC, although food was not bad it was kind of hit and..."
122,18325300,Indian Accent,Indian,3.5,"I had heard about Indian Accent being named as best restaurant in India for a couple of years so when I was on a business trip to NY, my col..."
123,18325300,Indian Accent,Indian,2.5,"Went to the NYC outpost of this awesome Delhi restaurant after a long day .... must say , was really disappointed with the quality of food -..."
124,18325300,Indian Accent,Indian,5.0,If you are looking for Indian food in NYC then this is the best place to go. The food is divine. The chef is one of the best I have seen. Th...
125,16761154,Brick Lane Curry House,Indian,4.0,"Although a bit on the expensive side considering it calls itself a curry house, the food was great. A British themed restaurant complete wit..."
126,16761154,Brick Lane Curry House,Indian,3.5,Not bad. My wife and I ate here a while back and we both enjoyed it. Well prepared food and friendly service. Kind of a trendy atmosphere fo...
127,16761154,Brick Lane Curry House,Indian,3.5,"Good food, Phaal challenge is a cake walk :). Went to do the Phaal Challenge as seen on Man Vs Food. It was hot, but not terribly so. At lea..."
128,16761154,Brick Lane Curry House,Indian,0.0,Came here cause I saw it on man vs food and have to say was not disappointed. Great curry and a fun atmosphere.
129,16761154,Brick Lane Curry House,Indian,0.0,"Fantastic food at a reasonable price. The first time my wife and I ate here, we did the lunch time buffet. To be honest, we weren't impresse..."
130,16769538,The Kati Roll Company,Indian,3.5,Heard a lot about Kati Roll company from my friends. I visited this outlet while I was roaming around the mid town. I tried Achari paneer an...
131,16769538,The Kati Roll Company,Indian,4.5,famous among Indians (especially Bengali) and their tangy taste will make you eat more... each roll is in range of $4-6 and it's totally wor...
132,16769538,The Kati Roll Company,Indian,4.0,"Tried chana masala , mix veggie, shrimp and chicken rolls. I and husband both loved the taste..my chana masala roll was lil cold...but overa..."
133,16769538,The Kati Roll Company,Indian,4.0,The Kati Roll company has gained a good reputation of serving one of the finest Indian rolls in NYC. I managed to visit this place today whi...
134,16769538,The Kati Roll Company,Indian,5.0,Fabulous gem tucked away on west 39th Found it after a hard days work at Macy's .. thanx to zomato Nice ambience Shami kabab role and paneer...
135,16786550,Saravanaa Bhavan,Indian,1.0,This place is an absolute disaster. I still regret going there after walking all the way from Central park. The restaurant opens at 11 AM in...
136,16786550,Saravanaa Bhavan,Indian,2.5,"Not worth the hype. Ambience bad, Food is average, usually served cold and the staff attitude and service is disappointing. Avoidable. Chenn..."
137,16786550,Saravanaa Bhavan,Indian,4.0,"Amazing food....though little pricey. I had the paneer dosa, very filling and tasty. Would definitely come again. Good variety and good serv..."
138,16786550,Saravanaa Bhavan,Indian,3.5,I really love this franchise but had to wait 45 min and we didn't even get the whole menu so the 3.5 and yeah don't order onion dosa plus th...
139,16786550,Saravanaa Bhavan,Indian,3.5,"Nice place for quality South Indian food in NY. We ordered snacks like dosa, idli, upma, Uthappa etc. All were good spl the 3 varieties of c..."
140,16767513,Hampton Chutney Co.,Indian,0.0,Dosas are so much food!
141,16767513,Hampton Chutney Co.,Indian,0.0,"Although it's not authentic Indian food, it's still Delicious and a great place to go for a quick bite, whenever I'm in the city I somehow e..."
142,16767513,Hampton Chutney Co.,Indian,0.0,"Like the place. Even though not authentic indian in both food & service, it's way better than most restaurants in the City passing off pathe..."
143,16767513,Hampton Chutney Co.,Indian,0.0,"Overrated. Poor service and how can that happen in a order at the cashier restaurant, a DIY scheme? The young man at the counter was so bore..."
144,16782665,Seva,Indian,4.0,This is my first time visiting Seva and it was a good experience. The restaurant itself is small but it wasn't uncomfortable where you didn'...
145,16782665,Seva,Indian,4.0,"I'm not a vegetarian, but I honestly love the vegetarian options at this place to the point that I don't bother with meat dishes (although I..."
146,16782665,Seva,Indian,4.5,"Whether you are hungry after a wild and crazy Friday night or just craving a delicious Indian meal, dining at the all-you-can-eat $10.95 wee..."
147,16782665,Seva,Indian,2.5,I want to give this place a 4 star rating for the staff as they were uber friendly and served us quickly however the food was disappointing....
148,16782665,Seva,Indian,0.0,Good food lamb spring roll I didn't taste the lamb there and mango lichii regular overall good food good service
149,16760142,Haveli Banjara,Indian,0.0,The best Indian food in the city. I can't recommend Banjara-Haveli highly enough. I'm been to London many times and have eaten a lot of Indi...
150,16760142,Haveli Banjara,Indian,0.0,"Banjara has moved it's location. Stylish, amazing creative, clean food, served with love! I did not know Haveli and Banjara were owned by t..."
151,16760142,Haveli Banjara,Indian,0.0,"The servers were really nice from the moment we walked in. I liked the setting a lot, the decor and table setting were beautiful. The food w..."
152,16760142,Haveli Banjara,Indian,0.0,Great service! Lamb is cooked to perfection. Pasandra lamb is one of the best meals I have ever had ($11). Afterwards we got extra rice and ...
153,16760142,Haveli Banjara,Indian,0.0,"Great food, good service. Delicious mango sorbet. Really nice place."
154,16761369,Bukhara Grill,Indian,4.0,This is not Bukhara by ITC Maurya but is no less than that too. It claims to have been managed by people from ITC Bukhara. Had a word with o...
155,16761369,Bukhara Grill,Indian,4.5,"Very bad service, the manager Gary is very impolite and does not treat client politely ,he accuses client and does not trust his clients, fo..."
156,16761369,Bukhara Grill,Indian,3.5,It is better to find an Indian restaurant in NYC rather than surviving on pizzas. Guys don't go out there if you are expecting a typical Ind...
157,16761369,Bukhara Grill,Indian,3.5,It is one of the best places to enjoy Indian food in NYC. I have been here a couple of times and had a pleasant experience except the last t...
158,16761369,Bukhara Grill,Indian,4.0,Amazing place to visit if you love Indian cuisine. They have North Indian cuisine and must say it feels like in India when you are having fo...
159,16768657,Jackson Diner,Indian,4.5,Serves good Indian food.  Went there during buffet time. Quality and taste of dishes are both fine but not great. A budget restaurant. Good ...
160,16768657,Jackson Diner,Indian,4.0,"Good good food in the North Indian variety.  Skip the South Indian.  My daughter Minnie , Varun and Karina had fun here.  It's not pricey pr..."
161,16768657,Jackson Diner,Indian,1.0,"My family and I went during buffet time. We had palak paneer, roti, goat curry, mixed vegetables, and tandoori chicken. The palak paneer was..."
162,16768657,Jackson Diner,Indian,0.0,Love the Lunch Buffet. I love the lunch buffet. The food was all pretty good. I do have to say that I love the chicken tikki the most. Despi...
163,16768657,Jackson Diner,Indian,0.0,"Quality Has Deteriorated. This spot used to be my go-to place for great, authentic Indian food. While they bring the much-appreciated heat a..."
164,16782723,Tiffin Wallah,Indian,4.0,Good feeling place. And good food. I think it is the most pleasant settings I've been to on curry hill.  The idli vadas were good.  The samb...
165,16782723,Tiffin Wallah,Indian,5.0,I would give 5 stars to this restaurant..!! Itz my fourth time I am visiting this restaurant in my second trip to U.S. I love the dosas over...
166,16782723,Tiffin Wallah,Indian,4.5,Really happy with this place. Went after work one night because I'd heard great things and we were not disappointed. My wife had the Matar P...
167,16782723,Tiffin Wallah,Indian,3.5,Great Vegetarian spot for Indian food lovers. The buffet was delicious and the choices were amazing. Great service as well especially during...
168,16782723,Tiffin Wallah,Indian,3.5,Wonderful lunch spot if you are looking to get your money's worth! Tiffin Wallah offers a lunch buffet for just around $9 a person! Coming t...
169,16785111,Tamarind Tribeca,Indian,4.0,"Last week we went to NewYork from Washington DC, started here morning and reached there around 12:30 PM afternoon, we were very hungry and o..."
170,16785111,Tamarind Tribeca,Indian,5.0,"Tamarind Tribeca is the best Indian restaurant I have ever been to in New York City, Manhattan. The food is phenomenal, the service is amazi..."
171,16785111,Tamarind Tribeca,Indian,1.0,"Doesn't allow kids below 6 years of age. Empty restaurant on a Sunday night, and yet stickler for their idiotic policy. Cliched Americanized..."
172,16785111,Tamarind Tribeca,Indian,4.0,"Food 4.5/5 Ambience 4/5 Service 4/5 Pricing 3.5/5  Very good taste with decent ambience and good service. We had ordered bhelpuri, veg jal f..."
173,16785111,Tamarind Tribeca,Indian,5.0,"An amazing place to visit.... Home cooked Indian food is something you can get only here........ It has the finest chats in house to try, on..."
174,16764077,Dawat,Indian,2.0,"Hard to judge in NYC compared to other similar cuisine in NYC, but compared to similar restaurants in Baltimore, the food was no better than..."
175,16764077,Dawat,Indian,0.0,John Church. We have been avid followers of Madhur Jaffrey's recipes and cooking and were very disappointed with the Lamb Vindaloo. I think ...
176,16764077,Dawat,Indian,0.0,"Dissatisfy with Dawat food. It was not a tasty food , service was ok .We find this restaurant to be over priced and over rated. We think it'..."
177,16764077,Dawat,Indian,0.0,Best Indian restaurant in NYC! Fantastic vegetarian food-great lunch deals.
178,16764077,Dawat,Indian,0.0,"Good Dawat, Bad Dawat. We had a mixed experience at this restaurant that was rated the # 1 Indian Restaurant in NYC several years back. Madh..."
179,16763006,Chola,Indian,2.0,I've been coming to Chola once/twice each week for the past EIGHT years  and have recommended the restaurant to many friends. Unfortunately ...
180,16763006,Chola,Indian,4.5,What a beautiful find! It was pleasure eating at this place. The ambience the food the hospitality everything was just great. Fearing it wou...
181,16763006,Chola,Indian,3.0,"If you are looking for some decent Indian food you can give this place a try. But, a visit for lunch is a strict no! Neither the food is wor..."
182,16763006,Chola,Indian,0.0,Great food. We went out for a friend's birthday and it was amazing. The food was delicious. The service could've been just a little faster b...
183,16763006,Chola,Indian,0.0,"Awesome Indian food....tried most of their Menu and liked most of the following: Lamb chops, Pahadi Chicken, Paneer bhurja, Okra, Chapati Um..."
184,16768359,Manhattan Valley,Indian,3.5,Decent indian food ... Not absolutely authentic but close enough if you are missing indian food and want a reasonably priced option. The chi...
185,16768359,Manhattan Valley,Indian,0.0,Yuck. Ate there last night. Why is this place still in business? All the food was tasteless. I had Mali Kofta which came in one gelatinous m...
186,16768359,Manhattan Valley,Indian,0.0,"Taste, very good Price for .... Taste, very good Price for quantity, horrible.  We ordered take out, two dishes = $40  For $40 we receive..."
187,16768359,Manhattan Valley,Indian,0.0,"Not bad.. I was dating an Indian girl for a while, so I'm used to great Indian Food, and this place is as close to home cooked as it gets. T..."
188,16768359,Manhattan Valley,Indian,0.0,"Really enjoyed dinner. Food was very rich with flavors, following North Indian cuisine style. Seasoning was spot on and not too hot. Service..."
189,16759326,Amma,Indian,4.0,The best Indian food in NYC! The food was delicious and it literally took me back to India :') The staff was very friendly and attentive! I ...
190,16759326,Amma,Indian,2.5,My first impression as I walked in was how cramped it was. They had fitted tables in every space they could. We had the lunch menu which con...
191,16759326,Amma,Indian,4.5,"OMG! The best I have had in a long time! Very attentive staff, amazing food! I would go back in a heart beat. The paneer Kundan could be des..."
